"","datetime","Rainfall_mm_daily","AirTemp_C_Max","AirTemp_C_Min","AirTemp_C_Mean","PET_Tmean_mm_day"
"1",2019-10-15,0,26.5,16,19.8277777777778,2.60286873894522
"2",2019-10-16,0,23.1,11.3,17.2305555555556,2.22346129421242
"3",2019-10-17,0.459,17.6,8.3,11.4222222222222,1.55128498331655
"4",2019-10-18,0,18.1,7.9,11.7486111111111,1.5778198977928
"5",2019-10-19,0,19.2,9.4,13.2222222222222,1.7234519456833
"6",2019-10-20,0,21.7,12,15.825,2.01430369893396
"7",2019-10-21,0,25.9,15.9,20.5027777777778,2.65116279596197
"8",2019-10-22,0,29.7,18.5,23.0819444444444,3.06638413902083
"9",2019-10-23,0,27.9,18.6,21.4909722222222,2.78842668304318
"10",2019-10-24,0,31.4,19.8,24.2756944444444,3.25921646442315
"11",2019-10-25,0,31.4,21.5,24.7402777777778,3.33442314530777
"12",2019-10-26,0,28.2,17,22.2097222222222,2.87663866428485
"13",2019-10-27,0,18.5,8.1,11.8541666666667,1.53939007770663
"14",2019-10-28,0,19.5,7.1,12.5006944444444,1.59737674675267
"15",2019-10-29,0,20.7,8.6,13.39375,1.68270388228456
"16",2019-10-30,0,20.2,6.9,12.9173611111111,1.62827949464901
"17",2019-10-31,0,20.6,10.4,14.4027777777778,1.77860316420478
"18",2019-11-01,0,23.2,10.9,16.1027777777778,1.96606649265692
"19",2019-11-02,0,27,15.8,20.2826388888889,2.51252411819803
"20",2019-11-03,0,25.7,17.6,20.5284722222222,2.54054450134546
"21",2019-11-04,0,26.8,17.1,20.3298611111111,2.5031227637568
"22",2019-11-05,0,26.2,16.2,19.9083333333333,2.43427655229238
"23",2019-11-06,0,25.4,16.5,19.5569444444444,2.37698578648334
"24",2019-11-07,0,27.6,16.6,19.7569444444444,2.39752525096773
"25",2019-11-08,0,27.4,17.4,21.2180555555556,2.60285785868712
"26",2019-11-09,0,27.3,17.4,21.4402777777778,2.6285061692866
"27",2019-11-10,0,27.9,16.7,20.4854166666667,2.47898627973719
"28",2019-11-11,0,26.3,16.1,20.2069444444444,2.43166097237151
"29",2019-11-12,0,26.4,17.7,20.6736111111111,2.49144689069645
"30",2019-11-13,0,24.1,11.4,18.2652777777778,2.15590675914466
"31",2019-11-14,0,16.5,6.7,10.3104166666667,1.31909117802936
"32",2019-11-15,0,18.4,7.3,11.4673611111111,1.41502889385235
"33",2019-11-16,0,23.8,12,17.3965277777778,2.02977287769933
"34",2019-11-17,0,26.1,14.1,19.0104166666667,2.22809547374079
"35",2019-11-18,0,25.2,16.4,20.4909722222222,2.42396394914147
"36",2019-11-19,0.935,18.8,6.2,10.7284722222222,1.33612846762093
"37",2019-11-20,0.085,14,5.9,10.3013888888889,1.29714178168827
"38",2019-11-21,0,14.5,6.2,9.72291666666667,1.24715789320118
"39",2019-11-22,0,18,7.1,11.1326388888889,1.36035968971759
"40",2019-11-23,0,18.7,9.3,13.0881944444444,1.53351710635179
"41",2019-11-24,0,20.1,10.8,14.2347222222222,1.64209449250825
"42",2019-11-25,0,13.2,6.2,9.84930555555556,1.24543450489592
"43",2019-11-26,15.64,7.7,1.3,4.77430555555556,0.893280440650674
"44",2019-11-27,15.47,5.4,0.1,1.53541666666667,0.716594850953579
"45",2019-11-28,3.213,10.8,0,1.59448275862069,0.718012277335302
"46",2019-11-29,3.264,7.6,0.8,2.32986111111111,0.753374941898349
"47",2019-11-30,1.258,9,0.7,4.70416666666667,0.881962199952794
"48",2019-12-01,3.4,11.2,7.9,9.2,1.18045827213361
"49",2019-12-02,16.711,12.2,9.1,10.31875,1.26545495403025
"50",2019-12-03,0.17,16,9.3,12.0305555555556,1.4071321735393
"51",2019-12-04,13.158,12.6,7.8,9.40694444444444,1.19016299203095
"52",2019-12-05,0.085,13,6.6,9.66875,1.20838095511545
"53",2019-12-06,0,15.7,8.8,11.0395833333333,1.31621986875417
"54",2019-12-07,38.352,11.1,8.3,9.87916666666667,1.22127031168321
"55",2019-12-08,19.431,11.8,7.3,8.78541666666667,1.13731851317259
"56",2019-12-09,0.119,11.4,5.7,7.87777777777778,1.0713879626201
"57",2019-12-10,1.343,13.7,5.2,8.69791666666667,1.12836300915605
"58",2019-12-11,0.527,12,7.2,10.3131944444444,1.24970822721487
"59",2019-12-12,0.017,14.6,10.3,12.2909722222222,1.41399103525851
"60",2019-12-13,3.57,13.8,8.5,10.3444444444444,1.2500014132379
"61",2019-12-14,7.429,8.8,3.9,5.76875,0.929241236866753
"62",2019-12-15,0,9.6,1.7,4.59097222222222,0.858957020862451
"63",2019-12-16,0,12.6,3.3,6.46111111111111,0.971327574309389
"64",2019-12-17,0,12.3,6.1,8.90138888888889,1.13733647893477
"65",2019-12-18,16.32,8.2,5.3,6.51527777777778,0.973976682538952
"66",2019-12-19,3.196,10.4,5.8,7.53958333333333,1.040964320726
"67",2019-12-20,0,16,6.1,11.2895833333333,1.32265030878079
"68",2019-12-21,0,12.7,9.2,11.4243055555556,1.33379319244892
"69",2019-12-22,11.271,10.8,3.2,6.7,0.985310279310989
"70",2019-12-23,0.034,8.6,2.9,4.39930555555556,0.846545052116911
"71",2019-12-24,0.714,5.7,2.6,3.54236111111111,0.799528210866846
"72",2019-12-25,3.468,6.5,2.7,4.19444444444444,0.835466803085923
"73",2019-12-26,0.34,10.7,3.1,5.88680555555556,0.935049552746054
"74",2019-12-27,0,11.9,5.1,7.55069444444444,1.04299914140949
"75",2019-12-28,0,15.6,7.1,10.1680555555556,1.23457832475982
"76",2019-12-29,6.29,11.6,5.4,7.7375,1.05703010203931
"77",2019-12-30,0,12.3,3.8,7.83611111111111,1.06461467109439
"78",2019-12-31,0,15.6,7.1,10.2965277777778,1.24753129756355
"79",2020-01-01,0,14.6,7.6,10.7854166666667,1.28796137553529
"80",2020-01-02,0,15.6,5.3,11.2097222222222,1.32425951368842
"81",2020-01-03,0,18.4,10.5,13.0902777777778,1.49101044815281
"82",2020-01-04,0.221,13,5.6,8.19236111111111,1.09505365860582
"83",2020-01-05,0.17,10.7,2.8,6.67777777777778,0.993701671800249
"84",2020-01-06,0,16,6,10.5611111111111,1.27750322658164
"85",2020-01-07,0.408,16.8,4.4,10.2409722222222,1.25367369916157
"86",2020-01-08,1.853,8,3.9,5.28472222222222,0.910673950570225
"87",2020-01-09,15.181,7.3,3.5,4.93819444444444,0.891447280581
"88",2020-01-10,0,13.4,4.4,7.64097222222222,1.06622966693634
"89",2020-01-11,1.411,8,3.2,5.17361111111111,0.908632977704254
"90",2020-01-12,0.034,9.4,1.3,4.00277777777778,0.842070572852243
"91",2020-01-13,3.179,8.3,2.6,5.05902777777778,0.905185696158582
"92",2020-01-14,5.032,8,2.2,4.28541666666667,0.861511336085223
"93",2020-01-15,0,8.6,1.4,4.18819444444444,0.857717424163718
"94",2020-01-16,24.106,5.4,-0.2,2.41041666666667,0.762630396719342
"95",2020-01-17,4.012,8.2,0.7,3.66041666666667,0.831561864928886
"96",2020-01-18,0,13.6,3.1,7.36041666666667,1.06418481927155
"97",2020-01-19,0,17.8,7.9,12.125,1.4451910658582
"98",2020-01-20,0,13.7,5.5,10.1375,1.27817677700615
"99",2020-01-21,3.978,11.7,5.5,7.33402777777778,1.0700583077878
"100",2020-01-22,6.341,13,7.5,9.06805555555556,1.19984307395947
"101",2020-01-23,0,16.9,9.1,12.0708333333333,1.4547605205887
"102",2020-01-24,0,16.9,9,12.0201388888889,1.45398788812489
"103",2020-01-25,0.255,16.7,10,12.0229166666667,1.4581598965797
"104",2020-01-26,6.579,11.8,5.8,8.72430555555555,1.18623361878596
"105",2020-01-27,0,14.6,6,9.24722222222222,1.23012269272798
"106",2020-01-28,0.425,12.6,5.4,7.40763888888889,1.09561268770984
"107",2020-01-29,0,14.2,5.3,10.1798611111111,1.31297244262052
"108",2020-01-30,0,15.8,8.9,11.2763888888889,1.41133571072405
"109",2020-01-31,0,20.7,10.4,15.4340277777778,1.83067572132603
"110",2020-02-01,0,21.5,12,16.3763888888889,1.94406225508907
"111",2020-02-02,0,12.6,0.2,6.81805555555556,1.07009870678269
"112",2020-02-03,0,5.7,-0.2,2.70972222222222,0.816898694067176
"113",2020-02-04,0,10.6,1.6,4.44236111111111,0.920551352300263
"114",2020-02-05,0,17,4,9.8875,1.31658358135107
"115",2020-02-06,0,18.1,9.7,13.4222222222222,1.64865946177721
"116",2020-02-07,0,20.8,12.2,16.0680555555556,1.94445093605283
"117",2020-02-08,0,15.7,6.8,12.0986111111111,1.5283050367919
"118",2020-02-09,0,11.2,4,7.05208333333333,1.11106910841961
"119",2020-02-10,0,18.8,7.5,12.5006944444444,1.57747112553264
"120",2020-02-11,0,18.9,9.9,14.5076388888889,1.79164065965483
"121",2020-02-12,0,18.5,11.2,13.8986111111111,1.73164499256179
"122",2020-02-13,0,15,6.4,10.8236111111111,1.43429425756758
"123",2020-02-14,0,15.7,5.3,11.1520833333333,1.46929189116347
"124",2020-02-15,0,17.6,9.3,12.1923611111111,1.57370481578124
"125",2020-02-16,0,15.2,7,10.7819444444444,1.4452221583958
"126",2020-02-17,0,17.8,9.2,12.8145833333333,1.64716522021317
"127",2020-02-18,0,17.6,8.8,12.0666666666667,1.57759427231803
"128",2020-02-19,0,17.2,8.7,11.7506944444444,1.5520738923283
"129",2020-02-20,0,17.8,8.5,12.8298611111111,1.6659765093131
"130",2020-02-21,0,19.7,12.1,15.0222222222222,1.91338436387655
"131",2020-02-22,0,15.3,5.3,11.6986111111111,1.56330756749508
"132",2020-02-23,0,13.5,3.8,7.79027777777778,1.22288828155697
"133",2020-02-24,0,18.3,9.1,14.0506944444444,1.82193016656421
"134",2020-02-25,0,23.4,13.3,16.4701388888889,2.11859543961978
"135",2020-02-26,0,23.2,13.3,16.79375,2.16792846397064
"136",2020-02-27,0,22.5,12.5,17.1833333333333,2.22710033508934
"137",2020-02-28,0,24,12.9,17.3229166666667,2.25376988485631
"138",2020-02-29,0,13.7,2.9,9.03125,1.35309290046609
"139",2020-03-01,0,7.9,1.1,5.03958333333333,1.04673515447616
"140",2020-03-02,0,16.7,5.3,10.5784722222222,1.50387449273421
"141",2020-03-03,0,22.8,11.7,16.2777777777778,2.1467218623612
"142",2020-03-04,0,23.2,13.5,17.2256944444444,2.28077218397463
"143",2020-03-05,0,18.9,6.5,13.6381944444444,1.84025076476453
"144",2020-03-06,0,16.7,4.3,8.88472222222222,1.36926483044089
"145",2020-03-07,5.287,7.4,3.8,5.06527777777778,1.07106827735989
"146",2020-03-08,1.717,9.1,4,5.87708333333333,1.13408765269234
"147",2020-03-09,0,14,4.7,9.04861111111111,1.39850417589313
"148",2020-03-10,0.425,17.9,9.1,12.1548611111111,1.70829865098777
"149",2020-03-11,0.493,17.2,9.7,12.2576388888889,1.72536840703664
"150",2020-03-12,0,20.3,11.1,14.5541666666667,1.99560724925173
"151",2020-03-13,0,14.2,5.3,9.59791666666667,1.46905903394474
"152",2020-03-14,48.62,6.8,4.2,5.30208333333333,1.11516963784924
"153",2020-03-15,35.292,5.1,2.4,3.65833333333333,1.00299196746718
"154",2020-03-16,20.298,8.3,0.1,2.16319444444444,0.909842165008754
"155",2020-03-17,9.656,8.9,-0.2,2.27361111111111,0.919888387666092
"156",2020-03-18,1.819,6.3,1.8,3.6875,1.01550492680608
"157",2020-03-19,1.156,8.3,2.5,5.08194444444444,1.11832207758332
"158",2020-03-20,0.085,11.8,3.7,7.09305555555556,1.28076364609503
"159",2020-03-21,0.544,11.1,5.8,7.61875,1.32986569457633
"160",2020-03-22,21.76,14.3,6.2,9.0375,1.46229181280803
"161",2020-03-23,0,9.8,4,6.33541666666667,1.23147419791052
"162",2020-03-24,8.381,7.9,3.1,4.67847222222222,1.10758323877567
"163",2020-03-25,4.386,7.8,1.3,3.64375,1.0371170146532
"164",2020-03-26,0.153,9,0.7,3.79236111111111,1.05104902664597
"165",2020-03-27,0,10.7,2.6,5.01111111111111,1.14385893955415
"166",2020-03-28,4.947,9,4.3,5.64513888888889,1.19685369056487
"167",2020-03-29,0.612,11.9,4.8,7.12916666666667,1.32355055970639
"168",2020-03-30,0.034,14.8,5.7,8.92638888888889,1.49158292484369
"169",2020-03-31,0,17.1,7.3,11.7638888888889,1.79155240863288
"170",2020-04-01,0,13.3,2.5,7.17847222222222,1.34103410397367
"171",2020-04-02,0,13.6,5,8.48402777777778,1.46413195553566
"172",2020-04-03,0,14.2,3.4,7.57638888888889,1.38518629410296
"173",2020-04-04,13.651,9.1,2.3,6.18680555555556,1.2691606736408
"174",2020-04-05,56.321,7.1,2.9,5.22708333333333,1.19517853138844
"175",2020-04-06,11.016,6.9,1.5,3.12291666666667,1.04178561153331
"176",2020-04-07,0.102,12,1.7,6.7625,1.33064902926488
"177",2020-04-08,0,14.8,5.7,8.74861111111111,1.5182156850992
"178",2020-04-09,0.255,10.9,5.8,7.99930555555556,1.45117222839404
"179",2020-04-10,0.119,14.9,5.6,9.22777777777778,1.57543231400543
"180",2020-04-11,0.085,15.6,4.3,9.04791666666667,1.56222105260756
"181",2020-04-12,1.292,13.7,6.3,8.87083333333333,1.54933669204105
"182",2020-04-13,0.884,18.5,6.6,11.5388888888889,1.84093892880207
"183",2020-04-14,0,21.5,11.2,15.2645833333333,2.324898113667
"184",2020-04-15,0,22.8,13.2,17.8986111111111,2.73291022083296
"185",2020-04-16,0,16.7,7.5,11.8854166666667,1.89844336089727
"186",2020-04-17,0.34,14.5,6.2,8.89305555555556,1.5750790206389
"187",2020-04-18,0.034,15.3,5.8,8.85,1.57535398352458
"188",2020-04-19,0,16.8,6.1,10.0118055555556,1.70170657299675
"189",2020-04-20,0,13,5.6,8.04444444444444,1.50438072167293
"190",2020-04-21,0,18.3,5.4,10.7347222222222,1.79178503338622
"191",2020-04-22,0,21,11.7,16.2097222222222,2.52036144760194
"192",2020-04-23,0,22.5,11.7,17.1694444444444,2.67773957243609
"193",2020-04-24,0,24.8,17.8,20.9604166666667,3.35882470717347
"194",2020-04-25,0,24.9,16.1,20.3395833333333,3.24835787963295
"195",2020-04-26,0,21.5,13.2,17.3291666666667,2.72588299364516
"196",2020-04-27,0,21.7,12.2,16.8,2.64780413104037
"197",2020-04-28,0,25.7,15.3,20.2923611111111,3.26565748081955
"198",2020-04-29,0,20.1,11.4,16.2444444444444,2.57419417473683
"199",2020-04-30,0,20.6,10.2,15.5145833333333,2.46924912773089
"200",2020-05-01,0,20.3,9,14.3368055555556,2.30380757397513
"201",2020-05-02,0,18.9,7.8,12.3569444444444,2.04342167258801
"202",2020-05-03,0,17.8,7.3,12.2951388888889,2.04064825270408
"203",2020-05-04,0,23.9,11.5,16.6347222222222,2.66906090924919
"204",2020-05-05,0,22.1,8.4,15.9305555555556,2.56416050330128
"205",2020-05-06,0,23.6,9.1,16.9145833333333,2.7274790660526
"206",2020-05-07,0,27.6,17.4,21.8645833333333,3.65924023127379
"207",2020-05-08,0,29.8,20.2,24.1541666666667,4.18103875057779
"208",2020-05-09,0,27.5,17.2,22.3069444444444,3.77101780999578
"209",2020-05-10,0,22.2,11.6,17.0152777777778,2.76935677115486
"210",2020-05-11,1.343,20.7,9.1,13.7479166666667,2.27514655356279
"211",2020-05-12,2.567,13.1,6.7,9.02986111111111,1.69481736673732
"212",2020-05-13,2.04,17.5,6,9.96736111111111,1.80320390128698
"213",2020-05-14,0,17.5,7.8,11.39375,1.9775172496636
"214",2020-05-15,0.306,19.4,8,13.0375,2.19571384334062
"215",2020-05-16,0,22.2,10.5,15.4104166666667,2.54524503442591
"216",2020-05-17,8.67,14.1,8.8,11.5354166666667,2.00714768923886
"217",2020-05-18,17.748,14,6.9,9.21736111111111,1.73612700953105
"218",2020-05-19,0.408,15.3,6.3,9.30416666666667,1.74904151362612
"219",2020-05-20,0.017,19.2,6.5,11.5777777777778,2.02373088382922
"220",2020-05-21,0,23.4,11.9,16.4701388888889,2.73923471877049
"221",2020-05-22,0,19.9,7.5,13.4861111111111,2.28704671343934
"222",2020-05-23,0,23.2,12.7,17.0972222222222,2.85415247723206
"223",2020-05-24,0,28.4,16.6,21.3854166666667,3.68118731614472
"224",2020-05-25,0,31.4,20.8,25.04375,4.54379567641103
"225",2020-05-26,0,32.8,23.4,27.3423611111111,5.17335386823953
"226",2020-05-27,0,33.7,24.2,27.8416666666667,5.32567861664897
"227",2020-05-28,0,32.7,20.9,26.4826388888889,4.94663464720599
"228",2020-05-29,0,25.7,10.2,19.0048611111111,3.22611286649251
"229",2020-05-30,0.935,18.3,10,12.6236111111111,2.19394732984154
"230",2020-05-31,0.017,17.9,8.8,13,2.24867676919684
"231",2020-06-01,0,24.2,10.2,17.0715277777778,2.88620372321331
"232",2020-06-02,0,29.2,17.2,23.2486111111111,4.14810804518108
"233",2020-06-03,0,33.2,21.4,26.9611111111111,5.11742336290472
"234",2020-06-04,0,34.1,17.9,26.95625,5.12133494111312
"235",2020-06-05,0,20.9,7.1,13.8923611111111,2.38915825451677
"236",2020-06-06,0,17.1,6.9,10.5791666666667,1.94453438384351
"237",2020-06-07,0,15.1,5.7,9.7625,1.84784891421503
"238",2020-06-08,0,22,9.5,15.3152777777778,2.61337044096689
"239",2020-06-09,0,28.3,15.2,21.2673611111111,3.72497242208548
"240",2020-06-10,0,31.9,20.1,24.3979166666667,4.45978410158753
"241",2020-06-11,0,29.6,14.2,21.9236111111111,3.87421299865665
"242",2020-06-12,0,16.7,8,12.7194444444444,2.23352197073179
"243",2020-06-13,0,18.5,7.5,11.6715277777778,2.09310577005751
"244",2020-06-14,0,23.5,9.5,15.9125,2.71960983567579
"245",2020-06-15,0,22.9,8.4,17.1979166666667,2.93975968167176
"246",2020-06-16,0,20.5,7.9,13.6076388888889,2.36381168543579
"247",2020-06-17,0,26.6,14.3,19.7111111111111,3.41453705432366
"248",2020-06-18,0,30.5,19.1,23.4152777777778,4.23178342802074
"249",2020-06-19,0,29.9,21.4,24.4493055555556,4.48838555022656
"250",2020-06-20,0,28.9,15.4,22.6166666666667,4.04372616449309
"251",2020-06-21,0,27.4,17.1,21.475,3.78623826716681
"252",2020-06-22,0,31.3,19.6,24.4340277777778,4.48481170570243
"253",2020-06-23,0,32.5,22.2,26.6208333333333,5.06948619124604
"254",2020-06-24,0,31.4,20.9,25.4493055555556,4.74759514699189
"255",2020-06-25,0,30.1,19.5,24.0513888888889,4.38652176680457
"256",2020-06-26,0,31.1,21.9,26.0263888888889,4.90102482498513
"257",2020-06-27,0,32.2,16.4,26.2722222222222,4.96702283968158
"258",2020-06-28,0,21.6,10,15.2534722222222,2.61261559687962
"259",2020-06-29,0,25.1,15.8,19.4520833333333,3.35769144868313
"260",2020-06-30,0,30.1,18.5,22.7666666666667,4.06841297416235
"261",2020-07-01,0,26.8,15.7,20.5743055555556,3.58192639797917
"262",2020-07-02,0,24.8,12.6,18.4979166666667,3.16807809568505
"263",2020-07-03,0,27.7,15.2,20.2395833333333,3.50785267241035
"264",2020-07-04,0,30.7,19.7,24.3833333333333,4.44880953260856
"265",2020-07-05,0,30.4,16.7,23.7354166666667,4.28472906929806
"266",2020-07-06,0,25.5,12.6,19.6784722222222,3.38601549636152
"267",2020-07-07,0,27.9,10.6,19.1881944444444,3.28661313579643
"268",2020-07-08,0,29.8,19.5,23.2493055555556,4.15598420837377
"269",2020-07-09,0,30.6,18.4,23.8138888888889,4.28734037275117
"270",2020-07-10,0,33.1,21.1,25.225,4.63822489446327
"271",2020-07-11,0,34.5,24,28.6291666666667,5.59575435517372
"272",2020-07-12,0,35.6,22.1,28.6715277777778,5.6019340811487
"273",2020-07-13,0,29.3,17.7,22.6236111111111,3.98659329868704
"274",2020-07-14,0,26.9,16,20.3576388888889,3.49174465906972
"275",2020-07-15,0,28.4,17.3,21.6307692307692,3.75481719657836
"276",2020-07-16,0,29.2,19.2,22.9354166666667,4.0417658103686
"277",2020-07-17,0,28.9,19.5,23.1048611111111,4.07509848884735
"278",2020-07-18,0,30.4,20.5,24.4152777777778,4.38367497947409
"279",2020-07-19,0,29.3,19.5,23.0979166666667,4.06082475615804
"280",2020-07-20,0,28.3,18.5,22.5652777777778,3.93236312969228
"281",2020-07-21,0,29,17.5,22.7680555555556,3.9716955106031
"282",2020-07-22,0,26.4,14.1,19.3118055555556,3.2433304522306
"283",2020-07-23,0,28.2,14.5,20.0083333333333,3.3728332355867
"284",2020-07-24,0,27.3,16.2,21.1645833333333,3.60156722050052
"285",2020-07-25,0,29.8,19.5,24.0548611111111,4.24346946999483
"286",2020-07-26,0,30.6,20.4,25.4458333333333,4.58117377758885
"287",2020-07-27,0,30.8,20.4,25.0236111111111,4.46497230796532
"288",2020-07-28,0,31.4,22.2,25.9284722222222,4.68810140955914
"289",2020-07-29,0,31.6,23,25.8041666666667,4.64610545604906
"290",2020-07-30,0,31,20.7,24.9104166666667,4.40945347396861
"291",2020-07-31,0,29.5,20.1,24.1854166666667,4.22342569970405
"292",2020-08-01,0,29.9,19.1,23.6034722222222,4.07722348555919
"293",2020-08-02,0,31.7,20.6,25.3513888888889,4.49087546420634
"294",2020-08-03,0,31.5,15.8,23.2777777777778,3.98439801953442
"295",2020-08-04,0,27.5,14.2,19.9965277777778,3.28810583906535
"296",2020-08-05,0.238,19.9,10.5,13.2180555555556,2.18071945084496
"297",2020-08-06,0.442,24.5,10.4,16.1555555555556,2.6039026246589
"298",2020-08-07,0,28.9,15.2,20.8965277777778,3.44103097380763
"299",2020-08-08,0,29.9,20.5,24.2145833333333,4.15308093531115
"300",2020-08-09,0,32.7,22.7,26.7381944444444,4.77296706457678
"301",2020-08-10,0,31.3,20.5,25.8111111111111,4.52118109656639
"302",2020-08-11,0,28.8,20.8,23.8555555555556,4.03884662933428
"303",2020-08-12,0,32.4,22.2,26.4256944444444,4.65512025916112
"304",2020-08-13,0,35.5,24.7,28.1736111111111,5.11428582786254
"305",2020-08-14,0,37.7,25.9,30.4333333333333,5.76871803591159
"306",2020-08-15,0,38.7,27,31.3166666666667,6.0333361735532
"307",2020-08-16,0.34,38.9,23.3,30.9979166666667,5.91500120253634
"308",2020-08-17,0,35,26.3,30.0229166666667,5.59663577396085
"309",2020-08-18,0,37,27,30.8201388888889,5.82666342980147
"310",2020-08-19,0,34.8,26.7,30.0923611111111,5.58665696906027
"311",2020-08-20,0,35.5,21.8,26.3777777777778,4.54306776562201
"312",2020-08-21,0,33.3,28.4,30.3666666666667,5.63814502876732
"313",2020-08-22,0,33.7,31.4,32.48,6.29587592173037
"314",2020-08-23,0,30.3,28.8,29.5,5.34857356477254
"315",2020-08-24,0,30.6,29.7,30.06,5.49748475196602
"316",2020-08-25,0,27.2,26.3,26.6,4.53353381662455
"317",2020-08-26,0,29.9,25.3,28.2142857142857,4.94185834351027
"318",2020-08-27,0,27.6,25.4,26.12,4.38765291285236
"319",2020-08-28,0,32.8,24.6,28.1879518072289,4.90514424532269
"320",2020-08-29,0,30.8,21.9,25.5284722222222,4.21917942907125
"321",2020-08-30,0,31.1,23,26.2006944444444,4.36744538837891
